,name,population,latitude,longitude
1298,borodianka,12069,50.64484,29.9201
1299,boromlya,4070,50.61839,34.97042
1300,borodino,1758,46.3025,29.24167
1301,boryslav,36704,49.28672,23.43238
1302,bilshivtsi,2500,49.18333,24.75
1303,bogatoye,973,45.02933,34.76732
1304,bobrynets,0,48.05896,32.16641
1305,bohodukhiv,17818,50.16466,35.52765
1306,bohuslav,16498,49.54939,30.8744
1307,bolekhiv,10590,49.06607,23.86435
1308,bohorodchany,7328,48.807,24.53834
1309,bolhrad,16708,45.68262,28.61487
1310,blahodatne,3512,47.87928,38.48492
1311,bibrka,3832,49.64093,24.28874
1312,bobovo,2216,48.07166,22.89585
1313,bohdan,3155,48.04122,24.35222
1314,blahodatne,1263,47.70013,37.41898
1315,blyznyuky,4824,48.85775,36.55505
1316,boryspil’,55000,50.35269,30.95501
1317,blizhneye,2779,45.05694,35.33056
1318,bobrovytsya,11544,50.74693,31.3948
1319,biryukove,4250,47.95631,39.73843
1320,berezovo,2885,48.30943,23.474
1321,donskoye,1997,45.04509,34.21413
1322,bezimenne,2638,47.10716,37.93815
1323,bereznyky,3055,48.51407,23.21982
1324,bilhorod-dnistrovskyi,50201,46.1952,30.34938
1325,berezanka,4090,46.85262,31.38802
1326,bila tserkva,199163,49.80939,30.11209
1327,bezlyudivka,9294,49.87547,36.26539
1328,bershad,0,48.36782,29.51726
1329,berezivka,9128,47.20429,30.9078
1330,berezivka,1618,49.43935,35.70736
1331,beryslav,14880,46.84152,33.42838
1332,berezna,5172,51.5716,31.78456
1333,bereznehuvate,7506,47.30783,32.84993
1334,berezne,0,51.00094,26.75106
1335,berezovka,1308,45.57471,33.34397
1336,berezyne,3658,46.22968,29.20436
1337,бережани,16962,49.45,24.93333
1338,berehove,25741,48.20555,22.64418
1339,berestechko,1830,50.36047,25.11071
1340,velyki berehy,2766,48.23187,22.74591
1341,beregovoye,2377,45.0947,35.43385
1342,berdyansk,118284,46.76644,36.79872
1343,bili oslavy,4351,48.48722,24.70078
1344,berdychiv,86250,49.89928,28.60235
1345,bilozerka,9348,46.6248,32.44251
1346,bilky,7778,48.31503,23.13248
1347,lyakhovtsy,0,50.00263,26.42824
1348,bile,6775,48.49523,39.05051
1349,belz,2386,50.38226,24.00642
1350,bilopillya,17824,51.15016,34.31287
1351,bilokurakyne,7712,49.5341,38.73067
1352,berehomet,8227,48.17882,25.34855
1353,belogorsk,16428,45.05462,34.60185
1354,bilyts’ke,9718,48.40642,37.18111
1355,bilyayivka,13762,46.48319,30.21678
1356,bilohorivka,1142,48.92503,38.24822
1357,bilovods'k,8626,49.20846,39.58975
1358,belinskoye,368,45.37465,36.08212
1359,inkerman,10204,44.61391,33.6098
1360,bayrachky,1065,48.392,38.60174
1361,bashtanka,12657,47.40719,32.43868
1362,sinitsyno,1142,45.23862,35.24659
1363,bila krynytsya,1029,50.63982,29.47041
1364,trudovoye,1423,45.23797,33.75836
1365,bazaliya,2035,49.71267,26.47331
1366,belaya,3728,49.029,25.77059
1367,zaritcha,2178,49.71667,29.23333
1368,baryshivka,10762,50.36098,31.32173
1369,batal’noye,1275,45.19402,35.61583
1370,bekhtery,2909,46.2479,32.29123
1371,baturyn,2964,51.34567,32.87794
1372,barvinkove,12344,48.9097,37.02051
1373,bar,16641,49.07717,27.68256
1374,baranivka,0,50.3,27.66667
1375,banyliv,3748,48.36612,25.34549
1376,baranovka,12220,50.29691,27.6622
1377,balky,5717,47.38336,34.94396
1378,balakliya,31156,49.4627,36.85951
1379,balta,19220,47.93548,29.61982
1380,bakhmach,0,51.20093,32.77451
1381,bagerovo,4315,45.37417,36.29705
1382,bakhmach,23379,51.18144,32.83463
1383,abrikosovo,778,45.69236,34.10156
1384,bakhchisaray,27351,44.75525,33.85782
1385,azovskoye,3656,45.58604,34.5668
1386,balaklava,18649,44.51118,33.59942
1387,auly,4167,48.5666,34.46111
1388,ostanino,1327,45.32731,35.91295
1389,avdiyivka,35826,48.13989,37.74255
1390,antratsyt,61600,48.11503,39.09128
1391,babanka,2460,48.70971,30.44827
1392,artemivs’k,80500,48.59559,37.99987
1393,artemivs’k,7616,48.44061,38.732
1394,askaniya-nova,3309,46.45135,33.86889
1395,artsyz,15761,45.99194,29.41824
1396,apostolove,15828,47.66003,33.71369
1397,arbuzynka,7140,47.90972,31.31963
1398,armyansk,24442,46.10919,33.69206
1399,aromatnoye,1772,45.03678,34.39921
1400,amurskoye,2687,45.27822,34.12823
1401,aleksandrovka,1301,45.57654,34.09947
1402,alupka,7849,44.41808,34.04531
1403,okhtyrka,49818,50.31036,34.89879
1404,antoniny,2592,49.80974,26.87714
1405,alushta,29586,44.67728,34.4097
1406,ananyiv pershyi,0,47.72106,29.94502
1407,amvrosiyivka,21307,47.79348,38.47768
1408,andrushivka,9522,50.02288,29.02023
1409,oleksandrivka,0,48.70837,36.91561
1410,oleksandrivka,5653,46.83826,32.76116
1411,alekseyevka,913,45.58194,33.6298
1412,oleksandrivka,4990,46.32893,30.63481
1413,yakymivka,12353,46.69972,35.15916
1414,aeroflotskiy,1768,45.01816,33.99961
1415,andreyevka,1498,44.81663,33.56313
1416,alchevs’k,116000,48.46893,38.81669
1417,agrarnoye,3754,45.01596,34.05725
1418,lekarstvennoye,1241,44.94194,33.82229
1419,akimovka,1312,45.51981,34.82438
1420,abrikosovka,1079,45.10759,35.10139
1421,malynivka,7502,49.81667,36.73333
1422,adzhamka,3859,48.54245,32.53542
1423,kopashnovo,3010,48.2197,23.48457
1424,orekhovo,3049,45.12944,33.6318
1425,novosel’skoye,2424,45.50357,32.7225
1426,kuchurhan,3183,47.16302,29.78937
1427,okny,5461,47.54044,29.46001
1428,narkevychi,1631,49.51717,26.64178
1429,kirove,3291,47.65311,35.69512
1430,slavutych,25000,51.51964,30.73434
1431,tayirove,1849,46.36313,30.64891
1432,rovnoye,1399,45.35134,34.3523
1433,kashtanovoye,1028,44.8321,34.05912
1434,horishni plavni,51740,49.01018,33.63567
1435,smyga,2800,50.2391,25.76575
1436,orzhiv,4125,50.8,26.12
1437,teplodar,8502,46.50585,30.32521
1438,levadki,1036,44.87083,34.04278
1439,kurskoye,1204,45.02908,34.93623
1440,malen’koye,1546,45.07585,33.99942
1441,mel’nichnoye,746,45.19885,34.42012
1442,uvarovka,1136,45.45108,34.78812
1443,fontany,2681,44.89717,34.07297
1444,izumrudnoye,1905,45.73704,34.41299
1445,komsomol’skoye,4447,45.019,34.03049
1446,beloglinka,1989,44.9949,34.04167
1447,solnechnoye,1015,45.04767,34.0838
1448,trudovoye,2173,44.99133,34.20311
1449,zalesye,1063,44.88687,34.10168
1450,urozhaynoye,3350,45.04522,34.13511
1451,nekrasovo,1026,45.42453,34.28545
1452,konstantinovka,1354,44.85511,34.12069
1453,drofino,779,45.28629,34.61589
1454,razdol’noye,1008,45.36161,34.85482
1455,kostochkovka,892,45.31747,34.67418
1456,vol’noye,1982,45.5657,34.3036
1457,suvorovo,1357,46.08865,33.688
1458,listvennoye,549,45.48086,34.81087
1459,roshchino,928,45.60916,34.37992
1460,pakharevka,1161,45.83472,34.16129
1461,yasnopolyanskoye,723,45.94097,34.35262
1462,kukushkino,1006,45.71924,33.3903
1463,kamenolomnya,1804,45.24804,33.41773
1464,zernovoye,944,45.28838,33.86414
1465,kholmovka,2234,44.6583,33.75456
1466,chervonoye,2007,45.12294,33.68662
1467,shkol’noye,1964,45.05758,33.89737
1468,novoozyornoye,4998,45.38314,33.11715
1469,novofedorovka,5651,45.09473,33.57211
1470,vinnitskoye,1048,44.98129,33.7392
1471,bratskoye,1005,45.8317,33.92151
1472,luganskoye,1129,45.8019,34.23786
1473,geroyskoye,1740,45.13857,33.74675
1474,chernovo,843,45.50833,33.93397
1475,senokosnoye,1058,45.73277,33.51552
1476,sovkhoznoye,1330,45.96005,33.77155
1477,zhuravli,1475,45.25246,33.64104
1478,vladimirovka,1261,45.1476,33.57583
1479,pochetnoye,1247,45.99495,33.76588
1480,kashtany,862,44.8676,33.78995
1481,denyshi,1164,50.21415,28.40395
1482,chervona motovylivka,3499,50.15821,30.07421
1483,zheleznodorozhnoye,970,44.7171,33.80417
1484,pervomayskoye,2880,45.06191,35.16395
1485,prudovoye,1009,44.90424,33.78114
1486,kremidivka,2533,46.73351,30.78472
1487,solnechniy,1718,44.78677,33.61786
1488,novoyavorivs'k,28807,49.93023,23.57357
1489,chabany,7650,50.34071,30.42356
1490,yuzhnoukrains'k,39430,47.81777,31.18263
1491,horenka,5358,50.55731,30.33217
1492,polyushko,1951,44.74219,33.58913
1493,hlyns'k,1698,50.06033,23.89956
1494,aromatnoye,872,44.80373,33.87005
1495,mizhhiria,10000,48.51876,23.50233
1496,sofiyivska borschagivka,6571,50.41005,30.36724
1497,stepove,1549,46.70385,30.07919
1498,kriukivschina,3509,50.37153,30.36861
1499,kulykiv,3963,49.97954,24.07817
1500,prolisky,1852,50.39118,30.78
1501,sovkhoznoye,1109,45.03061,34.01068
1502,kirove,1605,50.3689,31.12066
1503,nova pryluka,1947,49.37488,28.69955
1504,smotrych,1254,48.66149,26.56031
1505,ivanovka,400,45.3743,34.72013
1506,sakharnaya golovka,4146,44.58362,33.64383
1507,husiatyn,1311,49.07015,26.22299
1508,krasnokamenka,1150,44.92446,35.0754
1509,glybochek,0,48.86686,30.79897
1510,yarkoye pole,4914,45.20581,35.19848
1511,aviatorske,2403,48.36714,35.08132
